product_link,product_name,brand,Price,rating,review_count,Refresh_Rate,Contrast_Ratio,Response_Time,Synchronization_Technology,Panel_Type,Curved_Screen,Brightness,Screen_Size,HDR,Smart_Display,Touch_Screen,Quantum_Dot_Technology,Headphone_Jack,Voice_Assistant,Wall_Mountable,Anti_Glare,Speaker,Webcam,Weight,Resolution,Total_Pixels
https://www.bestbuy.com/site/samsung-am500-series-24-ips-led-fhd-smart-tizen-monitor-with-streaming-tv-black/6463477.p?skuId=6463477,"Samsung - AM500 Series 24"" IPS LED FHD Smart Tizen Monitor with Streaming TV - Black",Samsung,189.99,4.5,21.0,60.0,1000.0,14.0,Not Applicable,IPS,No,250.0,24.0,Yes,No,No,No,No,No,Yes,No,Yes,No,6.4,1920 x 1080,2073600
https://www.bestbuy.com/site/dell-s2721nx-27-ips-led-fhd-amd-freesync-vesa-monitor-hdmi-black/6425904.p?skuId=6425904,"Dell - S2721NX 27"" IPS LED FHD - AMD FreeSync -VESA - Monitor (HDMI) - Black",Dell,299.99,4.8,724.0,75.0,1000.0,4.0,FreeSync,IPS,No,300.0,27.0,No,No,No,No,No,No,Yes,Yes,No,No,11.2,1920 x 1080,2073600
https://www.bestbuy.com/site/gigabyte-32-lcd-4k-adaptivesync-ss-ips-monitor-with-hdr-hdmi-displayport-usb-black/6483969.p?skuId=6483969,"GIGABYTE - 32"" LCD 4K AdaptiveSync SS IPS Monitor with HDR (HDMI, DisplayPort, USB) - Black",GIGABYTE,749.99,4.2,41.0,144.0,1000.0,1.0,FreeSync,IPS,No,350.0,31.5,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,16.0,3840 x 2160,8294400
https://www.bestbuy.com/site/aoc-i1601c-15-6-led-ips-fhd-usb-c-portable-monitor-black/6437796.p?skuId=6437796,"AOC - I1601C 15.6"" LED IPS FHD USB-C Portable Monitor - Black",AOC,199.99,4.0,16.0,60.0,700.0,5.0,Not Applicable,IPS,No,220.0,15.6,No,No,No,No,No,No,No,Yes,No,No,1.81,1920 x 1080,2073600
https://www.bestbuy.com/site/viewsonic-17-lcd-monitor-vga-black/4759503.p?skuId=4759503,"ViewSonic - 17"" LCD Monitor (VGA) - Black",ViewSonic,149.99,4.5,10.0,60.0,1000.0,5.0,FreeSync,TN,No,250.0,17.0,No,No,No,No,No,No,Yes,Yes,No,No,6.8,1280 x 1024,1310720
https://www.bestbuy.com/site/asus-24-led-fhd-g-sync-monitor-black/6373927.p?skuId=6373927,"ASUS - 24"" LED FHD G-SYNC Monitor - Black",ASUS,209.99,4.6,70.0,165.0,100000000.0,1.0,G-SYNC,TN,No,350.0,24.0,No,No,No,No,Yes,No,Yes,No,Yes,No,11.5,1920 x 1080,2073600
https://www.bestbuy.com/site/viewsonic-21-5-led-hd-monitor-dvi-displayport-hdmi-vga-black/5536016.p?skuId=5536016,"ViewSonic - 21.5"" LED HD Monitor (DVI, DisplayPort, HDMI, VGA) - Black",ViewSonic,199.99,4.6,19.0,60.0,20000000.0,6.5,Not Applicable,MVA,No,250.0,21.5,No,No,No,No,No,No,Yes,Yes,Yes,No,7.37,1920 x 1080,2073600
https://www.bestbuy.com/site/lg-38-ultrawide-curved-wqhd-ips-hdr10-monitor-hdmi-black/6420125.p?skuId=6420125,LG - 38” UltraWide Curved WQHD+ IPS HDR10 Monitor (HDMI) - Black,LG,899.99,4.6,20.0,75.0,1000.0,5.0,Not Applicable,Not Applicable,Yes,300.0,38.0,Yes,No,No,No,Yes,No,No,No,Yes,No,27.1,3840 x 1600,6144000
https://www.bestbuy.com/site/dell-23-8-hdr-ips-led-fhd-monitor-displayport-hdmi-usb/6211714.p?skuId=6211714,"Dell - 23.8"" HDR IPS LED FHD Monitor (DisplayPort, HDMI, USB)",Dell,254.99,4.5,10.0,60.0,1000.0,5.0,Not Applicable,Not Applicable,No,600.0,23.8,Yes,No,No,No,No,No,Yes,Yes,No,No,7.94,1920 x 1080,2073600
https://www.bestbuy.com/site/nht-portable-11-6-ips-fhd-dual-screen-monitor-for-laptops-black/6464273.p?skuId=6464273,"NHT - Portable 11.6"" IPS FHD Dual Screen Monitor for Laptops - Black",NHT,399.99,2.8,6.0,60.0,1000.0,5.0,Not Applicable,IPS,No,220.0,11.6,No,No,No,No,No,No,No,No,Yes,Yes,2.3,1920 x 1080,2073600
https://www.bestbuy.com/site/viotek-gfv22cb-ultra-compact-22-inch-144hz-gaming-monitor-black/6453956.p?skuId=6453956,VIOTEK GFV22CB Ultra-Compact 22-Inch 144Hz Gaming Monitor - Black,VIOTEK,159.99,4.8,5.0,144.0,1000000.0,5.0,FreeSync,VA,No,220.0,22.0,No,No,No,No,No,No,Yes,Yes,No,No,5.5,1920 x 1080,2073600
https://www.bestbuy.com/site/sidetrak-12-5-ips-lcd-fhd-monitor-usb-c-black/6413698.p?skuId=6413698,"SideTrak - 12.5"" IPS LCD FHD Monitor (USB-C) - Black",SideTrak,299.99,3.8,22.0,60.0,800.0,30.0,Not Applicable,IPS,No,300.0,12.5,No,No,No,No,No,No,No,No,No,No,1.6,1920 x 1080,2073600
https://www.bestbuy.com/site/asus-tuf-gaming-25-ips-led-fhd-freesync-monitor-black/6392866.p?skuId=6392866,"ASUS - TUF Gaming 25"" IPS LED FHD FreeSync Monitor - Black",ASUS,229.99,4.5,4.0,144.0,100000000.0,1.0,FreeSync,IPS,No,400.0,25.0,No,No,No,No,Yes,No,Yes,Yes,Yes,No,11.2,1920 x 1080,2073600
https://www.bestbuy.com/site/samsung-odyssey-ag3-24-flat-fhd-1ms-amd-freesync-gaming-monitor-black/6463483.p?skuId=6463483,"Samsung - Odyssey AG3 24"" Flat FHD 1ms AMD FreeSync Gaming Monitor - Black",Samsung,229.99,4.8,38.0,144.0,3000.0,1.0,FreeSync,VA,No,250.0,24.0,No,No,No,No,Yes,No,Yes,No,No,No,9.0,1920 x 1080,2073600
https://www.bestbuy.com/site/asus-tuf-gaming-27-lcd-widescreen-adaptive-sync-monitor-2-x-hdmi-displayport-black/6454337.p?skuId=6454337,"ASUS - TUF Gaming 27"" LCD Widescreen Adaptive Sync Monitor (2 x HDMI, DisplayPort) - Black",ASUS,299.99,4.6,40.0,165.0,1000.0,1.0,Not Applicable,IPS,No,250.0,27.0,No,No,No,No,No,No,Yes,Yes,Yes,No,7.5,1920 x 1080,2073600
https://www.bestbuy.com/site/viewsonic-24-lcd-fhd-monitor-displayport-vga-hdmi-dvi-black/2893912.p?skuId=2893912,"ViewSonic - 24 LCD FHD Monitor (DisplayPort VGA, HDMI, DVI) - Black",ViewSonic,159.99,4.6,61.0,60.0,50000000.0,2.0,Not Applicable,Not Applicable,No,300.0,24.0,No,No,No,No,Yes,No,Yes,Yes,Yes,No,7.72,1920 x 1080,2073600
https://www.bestbuy.com/site/philips-brilliance-279p1-27-ips-led-4k-uhd-monitor-black/6446577.p?skuId=6446577,"Philips - Brilliance 279P1 27"" IPS LED 4K UHD Monitor - Black",Philips,409.99,3.8,11.0,60.0,1000.0,4.0,Not Applicable,IPS,No,350.0,27.0,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,16.24,3840 x 2160,8294400
https://www.bestbuy.com/site/philips-27-lcd-fhd-monitor-displayport-vga-hdmi-textured-black/6397908.p?skuId=6397908,"Philips - 27 LCD FHD Monitor (DisplayPort VGA, HDMI) - Textured Black",Philips,209.99,4.2,6.0,75.0,10000000.0,5.0,Not Applicable,IPS,No,250.0,27.0,No,No,No,No,Yes,No,Yes,No,Yes,No,9.04,1920 x 1080,2073600
https://www.bestbuy.com/site/dell-ultrasharp-42-5-lcd-4k-uhd-monitor-displayport-usb-hdmi-black/6404061.p?skuId=6404061,"Dell - UltraSharp 42.5 LCD 4K UHD Monitor (DisplayPort USB, HDMI) - Black",Dell,969.99,5.0,1.0,60.0,1000.0,5.0,Not Applicable,IPS,No,350.0,42.5,No,No,No,No,No,No,No,Yes,Yes,No,29.1,3840 x 2160,8294400
https://www.bestbuy.com/site/samsung-34-led-curved-qhd-freesync-monitor-dvi-displayport-hdmi-usb-white-silver/6293719.p?skuId=6293719,"Samsung - 34"" LED Curved QHD FreeSync Monitor (DVI, DisplayPort, HDMI, USB) - White/Silver",Samsung,599.99,4.6,168.0,100.0,3000.0,4.0,FreeSync,VA,Yes,300.0,34.0,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,16.8,3440 x 1440,4953600
https://www.bestbuy.com/site/philips-27-lcd-4k-uhd-monitor-displayport-usb-hdmi-textured-black/6389300.p?skuId=6389300,"Philips - 27 LCD 4K UHD Monitor (DisplayPort USB, HDMI) - Textured Black",Philips,419.99,4.3,13.0,75.0,80000000.0,5.0,Not Applicable,IPS,No,350.0,27.0,No,No,No,No,Yes,No,Yes,Yes,No,No,11.57,3840 x 2160,8294400
https://www.bestbuy.com/site/sidetrak-swivel-attachable-portable-12-5-monitor-black/6472143.p?skuId=6472143,"SideTrak Swivel Attachable Portable 12.5"" Monitor - Black",SideTrak,329.99,3.8,6.0,60.0,600.0,30.0,Not Applicable,TFT,No,300.0,12.5,Yes,No,No,No,No,No,Yes,Yes,No,No,1.3,1920 x 1080,2073600
https://www.bestbuy.com/site/lg-38-ultrawide-219-curved-wqhd-nano-ips-hdr-monitor-with-thunderbolt-3-and-g-sync-compatibility-silver/6419975.p?skuId=6419975,LG - 38” UltraWide 21:9 Curved WQHD+ Nano IPS HDR Monitor with Thunderbolt 3 and G-SYNC Compatibility - Silver,LG,1533.99,4.6,53.0,144.0,1000.0,1.0,FreeSync&G-SYNC,IPS,Yes,450.0,38.0,Yes,No,No,No,Yes,No,Yes,Yes,No,No,18.3,3840 x 1600,6144000
https://www.bestbuy.com/site/viewsonic-19-ips-led-hd-monitor-dvi-usb-vga-black/3217031.p?skuId=3217031,"ViewSonic - 19"" IPS LED HD Monitor (DVI, USB, VGA) - Black",ViewSonic,179.99,4.9,8.0,60.0,20000000.0,14.0,Not Applicable,TFT,No,250.0,19.0,No,No,No,No,No,No,Yes,Yes,Yes,No,9.55,1280 x 1024,1310720
https://www.bestbuy.com/site/viewsonic-27-lcd-fhd-monitor-displayport-vga-hdmi-black-silver/5451412.p?skuId=5451412,"ViewSonic - 27 LCD FHD Monitor (DisplayPort VGA, HDMI) - Black, Silver",ViewSonic,189.99,4.9,14.0,75.0,80000000.0,4.0,Not Applicable,IPS,No,250.0,27.0,No,No,No,No,No,No,No,Yes,Yes,No,7.23,1920 x 1080,2073600
https://www.bestbuy.com/site/acer-nitro-xv340ck-pbmiipphzx-34-qhd-monitor-hdmi/6425560.p?skuId=6425560,"Acer - Nitro XV340CK Pbmiipphzx 34"" QHD Monitor (HDMI)",Acer,449.99,4.6,5.0,144.0,100000000.0,1.0,FreeSync,Not Applicable,No,250.0,34.0,Yes,No,No,No,No,No,No,No,No,No,20.07,3440 x 1440,4953600
https://www.bestbuy.com/site/asus-tuf-24-5-ips-fhd-280hz-fast-1ms-g-sync-gaming-monitor-with-displayhdr-400/6421623.p?skuId=6421623,ASUS - TUF 24.5” IPS FHD 280Hz Fast 1ms G-SYNC Gaming Monitor with DisplayHDR™ 400,ASUS,299.99,4.7,347.0,280.0,1000.0,1.0,Not Applicable,Not Applicable,No,400.0,24.5,No,No,No,No,No,No,Yes,No,No,No,11.24,1920 x 1080,2073600
https://www.bestbuy.com/site/lg-27-ultragear-uhd-nano-ips-1ms-144hz-g-sync-compatible-gaming-monitor-with-hdr-displayport-hdmi-usb-black/6423550.p?skuId=6423550,"LG - 27"" UltraGear UHD Nano IPS 1ms 144Hz G-SYNC Compatible Gaming Monitor with HDR (DisplayPort, HDMI, USB) - Black",LG,799.99,4.5,247.0,144.0,1000.0,1.0,FreeSync&G-SYNC,IPS,No,400.0,27.0,Yes,No,No,No,Yes,No,Yes,No,No,Yes,16.9,3840 x 2160,8294400
https://www.bestbuy.com/site/viewsonic-21-5-usb-3-0-ips-led-fhd-monitor-displayport-hdmi-usb-vga/6258057.p?skuId=6258057,"ViewSonic - 21.5"" USB 3.0 IPS LED FHD Monitor (DisplayPort, HDMI, USB, VGA)",ViewSonic,209.99,4.0,5.0,60.0,1000.0,7.0,Not Applicable,IPS,No,250.0,21.5,No,No,No,No,No,No,Yes,Yes,Yes,No,11.9,1920 x 1080,2073600
https://www.bestbuy.com/site/hp-27-ips-led-fhd-freesync-monitor-hdmi-x2-vga-with-integrated-speakers-ceramic-white/6478137.p?skuId=6478137,"HP - 27"" IPS LED FHD FreeSync Monitor (HDMI x2, VGA) with Integrated Speakers - Ceramic White",HP,289.99,4.8,5.0,75.0,1000.0,5.0,FreeSync,IPS,No,300.0,27.0,Yes,No,No,No,Yes,No,No,Yes,Yes,No,7.05,1920 x 1080,2073600
https://www.bestbuy.com/site/dell-22-monitor--e2221hn-54-7cm-21-5-black-black/6465152.p?skuId=6465152,"Dell 22 Monitor | E2221HN - 54.7cm (21.5"") - Black - Black",Dell,179.99,5.0,1.0,75.0,1000.0,5.0,VSync,TN,No,250.0,21.5,No,No,No,No,No,No,Yes,Yes,No,No,5.95,1920 x 1080,2073600
https://www.bestbuy.com/site/asus-proart-27-ips-4k-professional-usb-c-monitor-with-height-adjustable-displayporthdmi/6450748.p?skuId=6450748,"ASUS - ProArt 27"" IPS 4K Professional USB-C Monitor with Height Adjustable (DisplayPort,HDMI)",ASUS,489.99,4.5,89.0,60.0,1000.0,5.0,Not Applicable,Not Applicable,No,350.0,27.0,Yes,No,No,No,No,No,No,No,No,No,18.96,3840 x 2160,8294400
https://www.bestbuy.com/site/lg-ultragear-34-nano-ips-curved-219-wqhd-g-sync-ultimate-monitor-with-vesa-displayhdr-600-hdmi-displayport-usb-x2-black/6451084.p?skuId=6451084,"LG - UltraGear 34” Nano IPS Curved 21:9 WQHD G-SYNC Ultimate Monitor with VESA DisplayHDR 600 (HDMI, DisplayPort, USB  x2) - Black",LG,1239.99,4.5,22.0,144.0,700.0,1.0,G-SYNC,IPS,Yes,400.0,34.0,Yes,No,No,No,Yes,No,Yes,No,No,No,20.1,3440 x 1440,4953600
https://www.bestbuy.com/site/asus-tuf-vg289q1a-widescreen-gaming-lcd-monitor-black-black/6454340.p?skuId=6454340,ASUS - TUF VG289Q1A Widescreen Gaming LCD Monitor - Black - Black,ASUS,329.99,3.7,3.0,60.0,1000.0,5.0,FreeSync,IPS,No,350.0,28.0,Yes,No,No,No,No,No,Yes,Yes,Yes,No,10.43,3840 x 2160,8294400
https://www.bestbuy.com/site/viewsonic-31-5-lcd-curved-fhd-monitor-displayport-hdmi/6431196.p?skuId=6431196,ViewSonic - 31.5 LCD Curved FHD Monitor (DisplayPort HDMI),ViewSonic,279.99,5.0,3.0,120.0,80000000.0,1.0,FreeSync,MVA,Yes,250.0,31.5,No,No,No,No,Yes,No,Yes,Yes,Yes,No,13.01,1920 x 1080,2073600
https://www.bestbuy.com/site/asus-tuf-gaming-27-led-curved-fhd-freesync-monitor-black/6392867.p?skuId=6392867,"ASUS - TUF Gaming 27"" LED Curved FHD FreeSync Monitor - Black",ASUS,259.0,4.9,16.0,165.0,3000.0,1.0,FreeSync,VA,Yes,400.0,27.0,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,13.2,1920 x 1080,2073600
https://www.bestbuy.com/site/samsung-s60ua-27-qhd-led-monitor-monitor-with-hdr-hdmi-usb-black/6468699.p?skuId=6468699,"Samsung - S60UA 27"" QHD LED Monitor Monitor with HDR (HDMI, USB) - Black",Samsung,459.99,3.0,1.0,75.0,1000.0,5.0,FreeSync,IPS,No,300.0,27.0,Yes,No,No,No,No,No,No,No,Yes,Yes,14.8,2560 x 1440,3686400
https://www.bestbuy.com/site/viewsonic-22-lcd-fhd-monitor-displayport-vga-hdmi-silver/5451402.p?skuId=5451402,"ViewSonic - 22 LCD FHD Monitor (DisplayPort VGA, HDMI) - Silver",ViewSonic,159.99,4.4,17.0,75.0,1000.0,14.0,Not Applicable,IPS,No,250.0,22.0,No,No,No,No,No,No,No,Yes,Yes,No,4.41,1920 x 1080,2073600
https://www.bestbuy.com/site/alienware-aw2521h-25-ips-led-fhd-g-sync-gaming-monitor-with-hdr10-hdmi-displayport-dark-side-of-the-moon/6453112.p?skuId=6453112,"Alienware - AW2521H 25"" IPS LED FHD G-SYNC Gaming Monitor with HDR10 (HDMI, DisplayPort) - Dark Side of the Moon",Alienware,649.99,4.7,47.0,360.0,1000.0,1.0,G-SYNC,IPS,No,400.0,24.5,Yes,No,No,No,Yes,No,Yes,Yes,No,No,27.0,1920 x 1080,2073600
https://www.bestbuy.com/site/acer-predator-x25-bmiiprzx-g-sync-gaming-monitor/6451654.p?skuId=6451654,Acer - Predator X25 bmiiprzx G-SYNC Gaming Monitor,Acer,799.99,4.3,6.0,360.0,100000000.0,1.0,G-SYNC,Not Applicable,No,400.0,24.5,Yes,No,No,No,No,No,Yes,No,Yes,No,12.296,1920 x 1080,2073600
https://www.bestbuy.com/site/lg-ultragear-38-ips-led-ultrawide-hd-g-sync-monitor-hdmi-black/6390310.p?skuId=6390310,"LG - UltraGear 38"" IPS LED UltraWide HD G-SYNC Monitor (HDMI) - Black",LG,1599.99,4.3,72.0,144.0,1000.0,1.0,G-SYNC&VSync,IPS,Yes,450.0,38.0,Yes,No,No,No,Yes,No,Yes,No,No,No,22.1,3840 x 1600,6144000
https://www.bestbuy.com/site/benq-zowie-xl2540k-24-5-lcd-esports-gaming-monitor-black/6486236.p?skuId=6486236,"BenQ ZOWIE XL2540K 24.5"" LCD Esports Gaming Monitor - Black",BenQ,289.0,5.0,2.0,240.0,1000.0,1.0,FreeSync,Not Applicable,No,320.0,24.5,No,No,No,No,No,No,Yes,No,No,No,13.67,1920 x 1080,2073600
https://www.bestbuy.com/site/razer-raptor27-gaming-led-qhdfreesync-and-g-sync-compatable-monitor-with-hdr-hdmi-displayport-usb-type-c-black/6434259.p?skuId=6434259,"Razer Raptor 27"" Gaming LED QHD FreeSync and G-SYNC Compatable Monitor with HDR (HDMI, DisplayPort, USB Type-C) - Black",Razer,652.99,4.4,16.0,144.0,1000.0,1.0,FreeSync&G-SYNC,IPS,No,420.0,27.0,Yes,No,No,No,Yes,No,No,Yes,No,No,30.5,2560 x 1440,3686400
https://www.bestbuy.com/site/viewsonic-15-6-lcd-fhd-monitor-displayport-vga-usb-hdmi/6428015.p?skuId=6428015,"ViewSonic - 15.6 LCD FHD Monitor (DisplayPort VGA, USB, HDMI)",ViewSonic,269.99,4.7,14.0,60.0,50000000.0,6.5,Not Applicable,IPS,No,250.0,15.6,No,No,No,No,Yes,No,Yes,Yes,Yes,No,2.2,1920 x 1080,2073600
https://www.bestbuy.com/site/samsung-odyssey-gaming-crg5-series-24-led-curved-fhd-freesync-monitor-black/6395561.p?skuId=6395561,Samsung - Odyssey Gaming CRG5 Series 24” LED Curved FHD FreeSync monitor - Black,Samsung,249.99,4.6,1656.0,144.0,3000.0,4.0,FreeSync,VA,Yes,250.0,24.0,No,No,No,No,Yes,No,No,No,No,No,7.3,1920 x 1080,2073600
https://www.bestbuy.com/site/lg-32-ultrafine-ips-led-4k-uhd-freesync-monitor-with-hdr-displayport-hdmi-thunderbolt/6314048.p?skuId=6314048,"LG - 32"" UltraFine IPS LED 4K UHD FreeSync Monitor with HDR (DisplayPort, HDMI, Thunderbolt)",LG,1299.99,4.7,63.0,60.0,1300.0,5.0,FreeSync,IPS,No,450.0,32.0,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,13.7,3840 x 2160,8294400
https://www.bestbuy.com/site/aoc-15-6-ips-portable-usb-c-touch-monitor-black/6437798.p?skuId=6437798,"AOC - 15.6"" IPS Portable USB-C Touch Monitor - Black",AOC,273.99,3.0,10.0,60.0,700.0,4.0,Not Applicable,IPS,No,250.0,16.0,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,2.2,1920 x 1080,2073600
https://www.bestbuy.com/site/benq-gl2780-27-1080p-monitor--75-hz-for-gaming--proprietary-eye-care-tech-adaptive-brightness-for-image-quality-black/6376576.p?skuId=6376576,"BenQ - GL2780- 27"" 1080P Monitor | 75 Hz for Gaming | Proprietary Eye-Care Tech |Adaptive Brightness for Image Quality - Black",BenQ,179.99,4.8,28.0,75.0,12000000.0,1.0,Not Applicable,TN,No,300.0,27.0,No,No,No,No,Yes,No,Yes,No,Yes,No,12.6,1920 x 1080,2073600
https://www.bestbuy.com/site/viewsonic-27-lcd-fhd-monitor-displayport-vga-hdmi-black/5762104.p?skuId=5762104,"ViewSonic - 27 LCD FHD Monitor (DisplayPort VGA, HDMI) - Black",ViewSonic,189.99,4.7,9.0,60.0,1000.0,5.0,Not Applicable,IPS,No,300.0,27.0,No,No,No,No,Yes,No,No,Yes,Yes,No,12.4,1920 x 1080,2073600
https://www.bestbuy.com/site/hp-27-ips-qhd-amd-freesync-monitor-silver/6483567.p?skuId=6483567,"HP - 27"" IPS QHD AMD FreeSync Monitor - Silver",HP,319.99,5.0,1.0,75.0,1000.0,5.0,FreeSync,IPS,No,300.0,27.0,No,No,No,No,No,No,No,Yes,No,No,6.95,2560 x 1440,3686400
https://www.bestbuy.com/site/viewsonic-vg2755-2k-24-inch-ips-1440p-monitor-with-usb-3-1-type-c-hdmi-displayport-and-40-degree-tilt-ergonomics-black/6321203.p?skuId=6321203,ViewSonic VG2755-2K 24 Inch IPS 1440p Monitor with USB 3.1 Type C HDMI DisplayPort and 40 Degree Tilt Ergonomics - Black,ViewSonic,359.99,4.0,2.0,60.0,1000.0,5.0,Not Applicable,IPS,No,250.0,27.0,No,No,No,No,No,No,Yes,Yes,Yes,No,15.2,2560 x 1440,3686400
https://www.bestbuy.com/site/dell-27-lcd-fhd-monitor-displayport-usb-hdmi-black-silver/6473517.p?skuId=6473517,"Dell - 27 LCD FHD Monitor (DisplayPort USB, HDMI) - Black, Silver",Dell,332.99,5.0,3.0,60.0,1000.0,5.0,Not Applicable,IPS,No,300.0,27.0,No,No,No,No,No,No,Yes,No,No,No,9.66,1920 x 1080,2073600
https://www.bestbuy.com/site/asus-tuf-vg27bq-widescreen-lcd-monitor-black-black/6456074.p?skuId=6456074,ASUS - TUF VG27BQ Widescreen LCD Monitor - Black - Black,ASUS,366.99,3.7,3.0,120.0,1000.0,0.4,G-SYNC,TN,No,350.0,27.0,No,No,No,No,No,No,Yes,No,Yes,No,7.72,2560 x 1440,3686400
https://www.bestbuy.com/site/viewsonic-27-lcd-fhd-monitor-displayport-vga-hdmi-black/5386124.p?skuId=5386124,"ViewSonic - 27 LCD FHD Monitor (DisplayPort VGA, HDMI) - Black",ViewSonic,199.99,4.6,30.0,60.0,3000.0,5.0,Not Applicable,IPS,No,250.0,27.0,No,No,No,No,No,No,Yes,Yes,Yes,No,8.82,1920 x 1080,2073600
https://www.bestbuy.com/site/benq-designvue-pd-series-pd2700u-27-ips-led-4k-uhd-monitor-displayport-mini-displayport-hdmi-black/6325588.p?skuId=6325588,"BenQ - DesignVue PD series PD2700U 27"" IPS LED 4K UHD Monitor (DisplayPort, Mini DisplayPort, HDMI) - Black",BenQ,499.99,4.7,19.0,60.0,20000000.0,5.0,Not Applicable,IPS,No,350.0,27.0,Yes,No,No,No,Yes,No,Yes,No,Yes,No,21.8,3840 x 2160,8294400
https://www.bestbuy.com/site/msi-led-monitor-displayport-hdmi-white/6406791.p?skuId=6406791,"MSI - LED Monitor (DisplayPort, HDMI) - White",MSI,1199.99,4.3,3.0,60.0,1200.0,8.0,Not Applicable,IPS,No,450.0,34.0,Yes,No,No,No,Yes,No,Yes,Yes,No,No,18.1,5120 x 2160,11059200
https://www.bestbuy.com/site/viewsonic-27-lcd-curved-fhd-monitor-displayport-hdmi/6441563.p?skuId=6441563,ViewSonic - 27 LCD Curved FHD Monitor (DisplayPort HDMI),ViewSonic,229.99,4.5,6.0,120.0,80000000.0,1.0,FreeSync,MVA,Yes,250.0,27.0,No,No,No,No,Yes,No,Yes,Yes,Yes,No,9.7,1920 x 1080,2073600
https://www.bestbuy.com/site/lg-22-class-ips-fhd-monitor-black/6239932.p?skuId=6239932,"LG - 22"" Class IPS FHD Monitor - Black",LG,169.99,5.0,4.0,75.0,1000.0,5.0,FreeSync,Not Applicable,No,250.0,22.0,No,No,No,No,No,No,Yes,No,Yes,No,5.5,1920 x 1080,2073600
https://www.bestbuy.com/site/lg-34-ips-led-ultrawide-wqhd-monitor-with-freesync-and-hdr-10-black/6437469.p?skuId=6437469,LG - 34” IPS LED UltraWide WQHD Monitor with FreeSync and HDR 10 - Black,LG,499.99,4.1,11.0,75.0,2500.0,5.0,FreeSync,IPS,No,300.0,34.0,Yes,No,No,No,Yes,No,Yes,No,No,No,18.9,3440 x 1440,4953600
https://www.bestbuy.com/site/benq-el2870u-27-9-hdr-led-4k-uhd-freesync-monitor-displayport-hdmi-metallic-gray/6186701.p?skuId=6186701,"BenQ - EL2870U 27.9"" HDR LED 4K UHD FreeSync Monitor (DisplayPort, HDMI) - Metallic Gray",BenQ,249.99,4.6,34.0,60.0,12000000.0,1.0,FreeSync,TN,No,300.0,27.9,No,No,No,No,No,No,Yes,No,No,No,12.6,3840 x 2160,8294400
https://www.bestbuy.com/site/acer-cb282k-smiiprx-28-uhd-monitor-hdmi/6424316.p?skuId=6424316,"Acer - CB282K smiiprx 28"" UHD Monitor (HDMI)",Acer,349.99,4.1,18.0,60.0,100000000.0,4.0,Not Applicable,Not Applicable,No,300.0,28.0,No,No,No,No,No,No,Yes,No,No,No,21.83,3840 x 2160,8294400
https://www.bestbuy.com/site/benq-zowie-24-esports-gaming-monitor-xl2411k/6439475.p?skuId=6439475,"BenQ ZOWIE 24"" Esports Gaming Monitor - XL2411K",BenQ,199.0,5.0,6.0,144.0,1000.0,1.0,FreeSync,Not Applicable,No,320.0,24.0,No,No,No,No,No,No,Yes,No,No,No,18.72,1920 x 1080,2073600
https://www.bestbuy.com/site/viewsonic-omni-vx2718-2kpc-mhd-27-inch-curved-1440p-1ms-165hz-gaming-monitor-with-adaptive-sync-hdmi-and-display-port/6469392.p?skuId=6469392,"ViewSonic OMNI VX2718-2KPC-MHD 27 Inch Curved 1440p 1ms 165Hz Gaming Monitor with Adaptive Sync, HDMI and Display Port",ViewSonic,249.99,4.5,4.0,165.0,4000.0,1.0,FreeSync,VA,Yes,250.0,27.0,No,No,No,No,Yes,No,Yes,Yes,Yes,No,8.6,2560 x 1440,3686400
https://www.bestbuy.com/site/lg-ultragear-27-ips-led-qhd-freesync-and-g-sync-compatible-monitor-with-hdr-displayport-hdmi-black/6401809.p?skuId=6401809,"LG - UltraGear 27"" IPS LED QHD FreeSync and G-SYNC Compatible Monitor with HDR (DisplayPort, HDMI) - Black",LG,449.99,4.8,1004.0,144.0,1000.0,1.0,FreeSync&G-SYNC,IPS,No,350.0,27.0,Yes,No,No,No,Yes,No,Yes,No,No,No,14.1,2560 x 1440,3686400
https://www.bestbuy.com/site/corsair-xeneon-32qhd165-32-ips-led-qhd-freesync-premium-monitor-and-g-sync-compatible-with-hdr400-165hz-dp-hdmi-and-usb-c-black/6478468.p?skuId=6478468,"CORSAIR - XENEON 32QHD165 32” IPS LED QHD FreeSync Premium Monitor and G-Sync Compatible with HDR400 165Hz (DP, HDMI, and USB-C) - Black",CORSAIR,599.99,4.4,13.0,165.0,1000.0,1.0,FreeSync&G-SYNC,IPS,No,440.0,32.0,Yes,No,No,No,No,No,Yes,Yes,No,No,20.94,2560 x 1440,3686400
https://www.bestbuy.com/site/aoc-19-5-led-hd-monitor-black/6333335.p?skuId=6333335,"AOC - 19.5"" LED HD Monitor - Black",AOC,134.99,4.1,13.0,60.0,20000000.0,5.0,Not Applicable,TN,No,250.0,19.5,No,No,No,No,Yes,No,Yes,No,No,No,11.4,1600 x 900,1440000
